L	lambda	gamma	beta	log10_omega_bar	log10_chi	k	log10_kappa_1	log10_kappa_2
159	24.6	15.1	0.893	-3.47	-0.509	10.6	-2.78	1.14
159	24.6	13.6	0.883	-3.47	-0.509	10.6	-2.78	1.14
159	24.6	13.6	0.893	-2.13	-0.509	10.6	-2.78	1.14
159	24.6	13.6	0.893	-3.47	-1.69	10.6	-2.78	1.14
159	24.6	13.6	0.893	-3.47	-0.509	21.4	-2.78	1.14
159	24.6	13.6	0.893	-3.47	-0.509	10.6	-3.62	1.14
159	24.6	13.6	0.893	-3.47	-0.509	10.6	-2.78	2.99
159	20.3	15.1	0.883	-2.13	-1.69	21.4	-3.62	2.99
105	24.6	15.1	0.883	-2.13	-1.69	21.4	-3.62	2.99
105	20.3	13.6	0.883	-2.13	-1.69	21.4	-3.62	2.99
105	20.3	15.1	0.893	-2.13	-1.69	21.4	-3.62	2.99
105	20.3	15.1	0.883	-3.47	-1.69	21.4	-3.62	2.99
105	20.3	15.1	0.883	-2.13	-0.509	21.4	-3.62	2.99
105	20.3	15.1	0.883	-2.13	-1.69	10.6	-3.62	2.99
105	20.3	15.1	0.883	-2.13	-1.69	21.4	-2.78	2.99
105	20.3	15.1	0.883	-2.13	-1.69	21.4	-3.62	1.14
105	20.3	15.1	0.883	-2.13	-1.69	21.4	-3.62	2.99
194	14.8	15.3	0.925	-3.22	-0.12	24.3	-4.54	2.84
112	14.8	15.3	0.925	-3.22	-0.12	24.3	-4.54	2.84
194	23.7	15.3	0.925	-3.22	-0.12	24.3	-4.54	2.84
194	14.8	16.9	0.925	-3.22	-0.12	24.3	-4.54	2.84
194	14.8	15.3	0.843	-3.22	-0.12	24.3	-4.54	2.84
194	14.8	15.3	0.925	-2.6	-0.12	24.3	-4.54	2.84
194	14.8	15.3	0.925	-3.22	-1.96	24.3	-4.54	2.84
194	14.8	15.3	0.925	-3.22	-0.12	23.9	-4.54	2.84
194	14.8	15.3	0.925	-3.22	-0.12	24.3	-3.94	2.84
194	14.8	15.3	0.925	-3.22	-0.12	24.3	-4.54	2.62
194	23.7	16.9	0.843	-2.6	-1.96	23.9	-3.94	2.62
112	14.8	16.9	0.843	-2.6	-1.96	23.9	-3.94	2.62
112	23.7	15.3	0.843	-2.6	-1.96	23.9	-3.94	2.62
112	23.7	16.9	0.925	-2.6	-1.96	23.9	-3.94	2.62
112	23.7	16.9	0.843	-3.22	-1.96	23.9	-3.94	2.62
112	23.7	16.9	0.843	-2.6	-0.12	23.9	-3.94	2.62
112	23.7	16.9	0.843	-2.6	-1.96	24.3	-3.94	2.62
112	23.7	16.9	0.843	-2.6	-1.96	23.9	-4.54	2.62
112	23.7	16.9	0.843	-2.6	-1.96	23.9	-3.94	2.84
112	23.7	16.9	0.843	-2.6	-1.96	23.9	-3.94	2.62
34.3	27.1	9.75	0.851	-2.65	-1.61	14.4	-3.17	1.45
41.1	27.1	9.75	0.851	-2.65	-1.61	14.4	-3.17	1.45
34.3	17.5	9.75	0.851	-2.65	-1.61	14.4	-3.17	1.45
34.3	27.1	7.93	0.851	-2.65	-1.61	14.4	-3.17	1.45
34.3	27.1	9.75	0.92	-2.65	-1.61	14.4	-3.17	1.45
34.3	27.1	9.75	0.851	-3.79	-1.61	14.4	-3.17	1.45
34.3	27.1	9.75	0.851	-2.65	-0.166	14.4	-3.17	1.45
34.3	27.1	9.75	0.851	-2.65	-1.61	13.9	-3.17	1.45
34.3	27.1	9.75	0.851	-2.65	-1.61	14.4	-3.02	1.45
34.3	27.1	9.75	0.851	-2.65	-1.61	14.4	-3.17	1.73
34.3	17.5	7.93	0.92	-3.79	-0.166	13.9	-3.02	1.73
41.1	27.1	7.93	0.92	-3.79	-0.166	13.9	-3.02	1.73
41.1	17.5	9.75	0.92	-3.79	-0.166	13.9	-3.02	1.73
41.1	17.5	7.93	0.851	-3.79	-0.166	13.9	-3.02	1.73
41.1	17.5	7.93	0.92	-2.65	-0.166	13.9	-3.02	1.73
41.1	17.5	7.93	0.92	-3.79	-1.61	13.9	-3.02	1.73
41.1	17.5	7.93	0.92	-3.79	-0.166	14.4	-3.02	1.73
41.1	17.5	7.93	0.92	-3.79	-0.166	13.9	-3.17	1.73
41.1	17.5	7.93	0.92	-3.79	-0.166	13.9	-3.02	1.45
41.1	17.5	7.93	0.92	-3.79	-0.166	13.9	-3.02	1.73
76.7	8.72	13	0.999	-2.01	-1.28	17.5	-2.58	1.85
76.7	8.72	13	0.999	-2.01	-1.28	17.5	-2.58	1.85
76.7	6.33	13	0.999	-2.01	-1.28	17.5	-2.58	1.85
76.7	8.72	9.93	0.999	-2.01	-1.28	17.5	-2.58	1.85
76.7	8.72	13	0.76	-2.01	-1.28	17.5	-2.58	1.85
76.7	8.72	13	0.999	-2.35	-1.28	17.5	-2.58	1.85
76.7	8.72	13	0.999	-2.01	-0.616	17.5	-2.58	1.85
76.7	8.72	13	0.999	-2.01	-1.28	20	-2.58	1.85
76.7	8.72	13	0.999	-2.01	-1.28	17.5	-2.03	1.85
76.7	8.72	13	0.999	-2.01	-1.28	17.5	-2.58	2.09
76.7	6.33	9.93	0.76	-2.35	-0.616	20	-2.03	2.09
76.7	8.72	9.93	0.76	-2.35	-0.616	20	-2.03	2.09
76.7	6.33	13	0.76	-2.35	-0.616	20	-2.03	2.09
76.7	6.33	9.93	0.999	-2.35	-0.616	20	-2.03	2.09
76.7	6.33	9.93	0.76	-2.01	-0.616	20	-2.03	2.09
76.7	6.33	9.93	0.76	-2.35	-1.28	20	-2.03	2.09
76.7	6.33	9.93	0.76	-2.35	-0.616	17.5	-2.03	2.09
76.7	6.33	9.93	0.76	-2.35	-0.616	20	-2.58	2.09
76.7	6.33	9.93	0.76	-2.35	-0.616	20	-2.03	1.85
76.7	6.33	9.93	0.76	-2.35	-0.616	20	-2.03	2.09
146	39.7	7.31	0.792	-3.57	-0.802	8.74	-3.66	2.5
166	39.7	7.31	0.792	-3.57	-0.802	8.74	-3.66	2.5
146	34.9	7.31	0.792	-3.57	-0.802	8.74	-3.66	2.5
146	39.7	13.3	0.792	-3.57	-0.802	8.74	-3.66	2.5
146	39.7	7.31	0.993	-3.57	-0.802	8.74	-3.66	2.5
146	39.7	7.31	0.792	-3.03	-0.802	8.74	-3.66	2.5
146	39.7	7.31	0.792	-3.57	-1.26	8.74	-3.66	2.5
146	39.7	7.31	0.792	-3.57	-0.802	9.93	-3.66	2.5
146	39.7	7.31	0.792	-3.57	-0.802	8.74	-4.82	2.5
146	39.7	7.31	0.792	-3.57	-0.802	8.74	-3.66	1.2
146	34.9	13.3	0.993	-3.03	-1.26	9.93	-4.82	1.2
166	39.7	13.3	0.993	-3.03	-1.26	9.93	-4.82	1.2
166	34.9	7.31	0.993	-3.03	-1.26	9.93	-4.82	1.2
166	34.9	13.3	0.792	-3.03	-1.26	9.93	-4.82	1.2
166	34.9	13.3	0.993	-3.57	-1.26	9.93	-4.82	1.2
166	34.9	13.3	0.993	-3.03	-0.802	9.93	-4.82	1.2
166	34.9	13.3	0.993	-3.03	-1.26	8.74	-4.82	1.2
166	34.9	13.3	0.993	-3.03	-1.26	9.93	-3.66	1.2
166	34.9	13.3	0.993	-3.03	-1.26	9.93	-4.82	2.5
166	34.9	13.3	0.993	-3.03	-1.26	9.93	-4.82	1.2
133	20.4	12.5	0.869	-2.45	-0.742	23.5	-4.35	2.91
91.9	20.4	12.5	0.869	-2.45	-0.742	23.5	-4.35	2.91
133	31.6	12.5	0.869	-2.45	-0.742	23.5	-4.35	2.91
133	20.4	12.2	0.869	-2.45	-0.742	23.5	-4.35	2.91
133	20.4	12.5	0.935	-2.45	-0.742	23.5	-4.35	2.91
133	20.4	12.5	0.869	-2.39	-0.742	23.5	-4.35	2.91
133	20.4	12.5	0.869	-2.45	-0.254	23.5	-4.35	2.91
133	20.4	12.5	0.869	-2.45	-0.742	23.5	-4.35	2.91
133	20.4	12.5	0.869	-2.45	-0.742	23.5	-3.18	2.91
133	20.4	12.5	0.869	-2.45	-0.742	23.5	-4.35	2.84
133	31.6	12.2	0.935	-2.39	-0.254	23.5	-3.18	2.84
91.9	20.4	12.2	0.935	-2.39	-0.254	23.5	-3.18	2.84
91.9	31.6	12.5	0.935	-2.39	-0.254	23.5	-3.18	2.84
91.9	31.6	12.2	0.869	-2.39	-0.254	23.5	-3.18	2.84
91.9	31.6	12.2	0.935	-2.45	-0.254	23.5	-3.18	2.84
91.9	31.6	12.2	0.935	-2.39	-0.742	23.5	-3.18	2.84
91.9	31.6	12.2	0.935	-2.39	-0.254	23.5	-3.18	2.84
91.9	31.6	12.2	0.935	-2.39	-0.254	23.5	-4.35	2.84
91.9	31.6	12.2	0.935	-2.39	-0.254	23.5	-3.18	2.91
91.9	31.6	12.2	0.935	-2.39	-0.254	23.5	-3.18	2.84
67.6	25.6	8.01	0.922	-3.89	-1.22	12.7	-3.36	1.3
195	25.6	8.01	0.922	-3.89	-1.22	12.7	-3.36	1.3
67.6	7.38	8.01	0.922	-3.89	-1.22	12.7	-3.36	1.3
67.6	25.6	11.4	0.922	-3.89	-1.22	12.7	-3.36	1.3
67.6	25.6	8.01	0.828	-3.89	-1.22	12.7	-3.36	1.3
67.6	25.6	8.01	0.922	-3.19	-1.22	12.7	-3.36	1.3
67.6	25.6	8.01	0.922	-3.89	-1.62	12.7	-3.36	1.3
67.6	25.6	8.01	0.922	-3.89	-1.22	13.5	-3.36	1.3
67.6	25.6	8.01	0.922	-3.89	-1.22	12.7	-3.76	1.3
67.6	25.6	8.01	0.922	-3.89	-1.22	12.7	-3.36	1.95
67.6	7.38	11.4	0.828	-3.19	-1.62	13.5	-3.76	1.95
195	25.6	11.4	0.828	-3.19	-1.62	13.5	-3.76	1.95
195	7.38	8.01	0.828	-3.19	-1.62	13.5	-3.76	1.95
195	7.38	11.4	0.922	-3.19	-1.62	13.5	-3.76	1.95
195	7.38	11.4	0.828	-3.89	-1.62	13.5	-3.76	1.95
195	7.38	11.4	0.828	-3.19	-1.22	13.5	-3.76	1.95
195	7.38	11.4	0.828	-3.19	-1.62	12.7	-3.76	1.95
195	7.38	11.4	0.828	-3.19	-1.62	13.5	-3.36	1.95
195	7.38	11.4	0.828	-3.19	-1.62	13.5	-3.76	1.3
195	7.38	11.4	0.828	-3.19	-1.62	13.5	-3.76	1.95
25.1	11.1	14.7	0.803	-3.28	-1.92	19.7	-2.4	1.89
147	11.1	14.7	0.803	-3.28	-1.92	19.7	-2.4	1.89
25.1	14.2	14.7	0.803	-3.28	-1.92	19.7	-2.4	1.89
25.1	11.1	8.97	0.803	-3.28	-1.92	19.7	-2.4	1.89
25.1	11.1	14.7	0.977	-3.28	-1.92	19.7	-2.4	1.89
25.1	11.1	14.7	0.803	-2.63	-1.92	19.7	-2.4	1.89
25.1	11.1	14.7	0.803	-3.28	-1.16	19.7	-2.4	1.89
25.1	11.1	14.7	0.803	-3.28	-1.92	17.7	-2.4	1.89
25.1	11.1	14.7	0.803	-3.28	-1.92	19.7	-4.29	1.89
25.1	11.1	14.7	0.803	-3.28	-1.92	19.7	-2.4	2.37
25.1	14.2	8.97	0.977	-2.63	-1.16	17.7	-4.29	2.37
147	11.1	8.97	0.977	-2.63	-1.16	17.7	-4.29	2.37
147	14.2	14.7	0.977	-2.63	-1.16	17.7	-4.29	2.37
147	14.2	8.97	0.803	-2.63	-1.16	17.7	-4.29	2.37
147	14.2	8.97	0.977	-3.28	-1.16	17.7	-4.29	2.37
147	14.2	8.97	0.977	-2.63	-1.92	17.7	-4.29	2.37
147	14.2	8.97	0.977	-2.63	-1.16	19.7	-4.29	2.37
147	14.2	8.97	0.977	-2.63	-1.16	17.7	-2.4	2.37
147	14.2	8.97	0.977	-2.63	-1.16	17.7	-4.29	1.89
147	14.2	8.97	0.977	-2.63	-1.16	17.7	-4.29	2.37
181	32.6	10.4	0.972	-2.84	-0.432	9.09	-3.85	2.26
50.5	32.6	10.4	0.972	-2.84	-0.432	9.09	-3.85	2.26
181	24.7	10.4	0.972	-2.84	-0.432	9.09	-3.85	2.26
181	32.6	15.5	0.972	-2.84	-0.432	9.09	-3.85	2.26
181	32.6	10.4	0.776	-2.84	-0.432	9.09	-3.85	2.26
181	32.6	10.4	0.972	-3.95	-0.432	9.09	-3.85	2.26
181	32.6	10.4	0.972	-2.84	-0.968	9.09	-3.85	2.26
181	32.6	10.4	0.972	-2.84	-0.432	7.73	-3.85	2.26
181	32.6	10.4	0.972	-2.84	-0.432	9.09	-2.59	2.26
181	32.6	10.4	0.972	-2.84	-0.432	9.09	-3.85	1.48
181	24.7	15.5	0.776	-3.95	-0.968	7.73	-2.59	1.48
50.5	32.6	15.5	0.776	-3.95	-0.968	7.73	-2.59	1.48
50.5	24.7	10.4	0.776	-3.95	-0.968	7.73	-2.59	1.48
50.5	24.7	15.5	0.972	-3.95	-0.968	7.73	-2.59	1.48
50.5	24.7	15.5	0.776	-2.84	-0.968	7.73	-2.59	1.48
50.5	24.7	15.5	0.776	-3.95	-0.432	7.73	-2.59	1.48
50.5	24.7	15.5	0.776	-3.95	-0.968	9.09	-2.59	1.48
50.5	24.7	15.5	0.776	-3.95	-0.968	7.73	-3.85	1.48
50.5	24.7	15.5	0.776	-3.95	-0.968	7.73	-2.59	2.26
50.5	24.7	15.5	0.776	-3.95	-0.968	7.73	-2.59	1.48
171	5.34	8.67	0.941	-2.6	-0.947	15.3	-2.08	1.7
167	5.34	8.67	0.941	-2.6	-0.947	15.3	-2.08	1.7
171	21.3	8.67	0.941	-2.6	-0.947	15.3	-2.08	1.7
171	5.34	16.2	0.941	-2.6	-0.947	15.3	-2.08	1.7
171	5.34	8.67	0.94	-2.6	-0.947	15.3	-2.08	1.7
171	5.34	8.67	0.941	-3.3	-0.947	15.3	-2.08	1.7
171	5.34	8.67	0.941	-2.6	-0.701	15.3	-2.08	1.7
171	5.34	8.67	0.941	-2.6	-0.947	5.16	-2.08	1.7
171	5.34	8.67	0.941	-2.6	-0.947	15.3	-2.36	1.7
171	5.34	8.67	0.941	-2.6	-0.947	15.3	-2.08	1.1
171	21.3	16.2	0.94	-3.3	-0.701	5.16	-2.36	1.1
167	5.34	16.2	0.94	-3.3	-0.701	5.16	-2.36	1.1
167	21.3	8.67	0.94	-3.3	-0.701	5.16	-2.36	1.1
167	21.3	16.2	0.941	-3.3	-0.701	5.16	-2.36	1.1
167	21.3	16.2	0.94	-2.6	-0.701	5.16	-2.36	1.1
167	21.3	16.2	0.94	-3.3	-0.947	5.16	-2.36	1.1
167	21.3	16.2	0.94	-3.3	-0.701	15.3	-2.36	1.1
167	21.3	16.2	0.94	-3.3	-0.701	5.16	-2.08	1.1
167	21.3	16.2	0.94	-3.3	-0.701	5.16	-2.36	1.7
167	21.3	16.2	0.94	-3.3	-0.701	5.16	-2.36	1.1
57.3	36.3	14.2	0.772	-3.03	-1.47	5.92	-4.19	2.07
74.9	36.3	14.2	0.772	-3.03	-1.47	5.92	-4.19	2.07
57.3	27.4	14.2	0.772	-3.03	-1.47	5.92	-4.19	2.07
57.3	36.3	7.02	0.772	-3.03	-1.47	5.92	-4.19	2.07
57.3	36.3	14.2	0.798	-3.03	-1.47	5.92	-4.19	2.07
57.3	36.3	14.2	0.772	-2.1	-1.47	5.92	-4.19	2.07
57.3	36.3	14.2	0.772	-3.03	-1.43	5.92	-4.19	2.07
57.3	36.3	14.2	0.772	-3.03	-1.47	15.2	-4.19	2.07
57.3	36.3	14.2	0.772	-3.03	-1.47	5.92	-4.77	2.07
57.3	36.3	14.2	0.772	-3.03	-1.47	5.92	-4.19	2.24
57.3	27.4	7.02	0.798	-2.1	-1.43	15.2	-4.77	2.24
74.9	36.3	7.02	0.798	-2.1	-1.43	15.2	-4.77	2.24
74.9	27.4	14.2	0.798	-2.1	-1.43	15.2	-4.77	2.24
74.9	27.4	7.02	0.772	-2.1	-1.43	15.2	-4.77	2.24
74.9	27.4	7.02	0.798	-3.03	-1.43	15.2	-4.77	2.24
74.9	27.4	7.02	0.798	-2.1	-1.47	15.2	-4.77	2.24
74.9	27.4	7.02	0.798	-2.1	-1.43	5.92	-4.77	2.24
74.9	27.4	7.02	0.798	-2.1	-1.43	15.2	-4.19	2.24
74.9	27.4	7.02	0.798	-2.1	-1.43	15.2	-4.77	2.07
74.9	27.4	7.02	0.798	-2.1	-1.43	15.2	-4.77	2.24
100	17.9	10.9	0.89	-3.67	-1.64	21.5	-4.8	2.72
22.4	17.9	10.9	0.89	-3.67	-1.64	21.5	-4.8	2.72
100	38.7	10.9	0.89	-3.67	-1.64	21.5	-4.8	2.72
100	17.9	10.7	0.89	-3.67	-1.64	21.5	-4.8	2.72
100	17.9	10.9	0.898	-3.67	-1.64	21.5	-4.8	2.72
100	17.9	10.9	0.89	-3.54	-1.64	21.5	-4.8	2.72
100	17.9	10.9	0.89	-3.67	-1.85	21.5	-4.8	2.72
100	17.9	10.9	0.89	-3.67	-1.64	11	-4.8	2.72
100	17.9	10.9	0.89	-3.67	-1.64	21.5	-4.17	2.72
100	17.9	10.9	0.89	-3.67	-1.64	21.5	-4.8	1.56
100	38.7	10.7	0.898	-3.54	-1.85	11	-4.17	1.56
22.4	17.9	10.7	0.898	-3.54	-1.85	11	-4.17	1.56
22.4	38.7	10.9	0.898	-3.54	-1.85	11	-4.17	1.56
22.4	38.7	10.7	0.89	-3.54	-1.85	11	-4.17	1.56
22.4	38.7	10.7	0.898	-3.67	-1.85	11	-4.17	1.56
22.4	38.7	10.7	0.898	-3.54	-1.64	11	-4.17	1.56
22.4	38.7	10.7	0.898	-3.54	-1.85	21.5	-4.17	1.56
22.4	38.7	10.7	0.898	-3.54	-1.85	11	-4.8	1.56
22.4	38.7	10.7	0.898	-3.54	-1.85	11	-4.17	2.72
22.4	38.7	10.7	0.898	-3.54	-1.85	11	-4.17	1.56
123	30.3	16.6	0.838	-2.24	-0.129	12.2	-2.97	1.11
130	30.3	16.6	0.838	-2.24	-0.129	12.2	-2.97	1.11
123	10.1	16.6	0.838	-2.24	-0.129	12.2	-2.97	1.11
123	30.3	14.2	0.838	-2.24	-0.129	12.2	-2.97	1.11
123	30.3	16.6	0.849	-2.24	-0.129	12.2	-2.97	1.11
123	30.3	16.6	0.838	-2.86	-0.129	12.2	-2.97	1.11
123	30.3	16.6	0.838	-2.24	-0.0185	12.2	-2.97	1.11
123	30.3	16.6	0.838	-2.24	-0.129	21	-2.97	1.11
123	30.3	16.6	0.838	-2.24	-0.129	12.2	-2.88	1.11
123	30.3	16.6	0.838	-2.24	-0.129	12.2	-2.97	2.71
123	10.1	14.2	0.849	-2.86	-0.0185	21	-2.88	2.71
130	30.3	14.2	0.849	-2.86	-0.0185	21	-2.88	2.71
130	10.1	16.6	0.849	-2.86	-0.0185	21	-2.88	2.71
130	10.1	14.2	0.838	-2.86	-0.0185	21	-2.88	2.71
130	10.1	14.2	0.849	-2.24	-0.0185	21	-2.88	2.71
130	10.1	14.2	0.849	-2.86	-0.129	21	-2.88	2.71
130	10.1	14.2	0.849	-2.86	-0.0185	12.2	-2.88	2.71
130	10.1	14.2	0.849	-2.86	-0.0185	21	-2.97	2.71
130	10.1	14.2	0.849	-2.86	-0.0185	21	-2.88	1.11
130	10.1	14.2	0.849	-2.86	-0.0185	21	-2.88	2.71
126	6.48	13.4	0.795	-3.13	-0.386	21	-3.32	2.16
39.3	6.48	13.4	0.795	-3.13	-0.386	21	-3.32	2.16
126	15.6	13.4	0.795	-3.13	-0.386	21	-3.32	2.16
126	6.48	10.9	0.795	-3.13	-0.386	21	-3.32	2.16
126	6.48	13.4	0.905	-3.13	-0.386	21	-3.32	2.16
126	6.48	13.4	0.795	-3.27	-0.386	21	-3.32	2.16
126	6.48	13.4	0.795	-3.13	-0.591	21	-3.32	2.16
126	6.48	13.4	0.795	-3.13	-0.386	5.43	-3.32	2.16
126	6.48	13.4	0.795	-3.13	-0.386	21	-2.96	2.16
126	6.48	13.4	0.795	-3.13	-0.386	21	-3.32	2.32
126	15.6	10.9	0.905	-3.27	-0.591	5.43	-2.96	2.32
39.3	6.48	10.9	0.905	-3.27	-0.591	5.43	-2.96	2.32
39.3	15.6	13.4	0.905	-3.27	-0.591	5.43	-2.96	2.32
39.3	15.6	10.9	0.795	-3.27	-0.591	5.43	-2.96	2.32
39.3	15.6	10.9	0.905	-3.13	-0.591	5.43	-2.96	2.32
39.3	15.6	10.9	0.905	-3.27	-0.386	5.43	-2.96	2.32
39.3	15.6	10.9	0.905	-3.27	-0.591	21	-2.96	2.32
39.3	15.6	10.9	0.905	-3.27	-0.591	5.43	-3.32	2.32
39.3	15.6	10.9	0.905	-3.27	-0.591	5.43	-2.96	2.16
39.3	15.6	10.9	0.905	-3.27	-0.591	5.43	-2.96	2.32
103	37.3	9.11	0.992	-2.69	-1.9	10.2	-4.39	1.51
113	37.3	9.11	0.992	-2.69	-1.9	10.2	-4.39	1.51
103	26.7	9.11	0.992	-2.69	-1.9	10.2	-4.39	1.51
103	37.3	12.6	0.992	-2.69	-1.9	10.2	-4.39	1.51
103	37.3	9.11	0.856	-2.69	-1.9	10.2	-4.39	1.51
103	37.3	9.11	0.992	-2.09	-1.9	10.2	-4.39	1.51
103	37.3	9.11	0.992	-2.69	-1.29	10.2	-4.39	1.51
103	37.3	9.11	0.992	-2.69	-1.9	15.4	-4.39	1.51
103	37.3	9.11	0.992	-2.69	-1.9	10.2	-3.88	1.51
103	37.3	9.11	0.992	-2.69	-1.9	10.2	-4.39	1.45
103	26.7	12.6	0.856	-2.09	-1.29	15.4	-3.88	1.45
113	37.3	12.6	0.856	-2.09	-1.29	15.4	-3.88	1.45
113	26.7	9.11	0.856	-2.09	-1.29	15.4	-3.88	1.45
113	26.7	12.6	0.992	-2.09	-1.29	15.4	-3.88	1.45
113	26.7	12.6	0.856	-2.69	-1.29	15.4	-3.88	1.45
113	26.7	12.6	0.856	-2.09	-1.9	15.4	-3.88	1.45
113	26.7	12.6	0.856	-2.09	-1.29	10.2	-3.88	1.45
113	26.7	12.6	0.856	-2.09	-1.29	15.4	-4.39	1.45
113	26.7	12.6	0.856	-2.09	-1.29	15.4	-3.88	1.51
113	26.7	12.6	0.856	-2.09	-1.29	15.4	-3.88	1.45
54.8	16.9	16.2	0.845	-2.08	-1.21	17	-3.8	1.17
162	16.9	16.2	0.845	-2.08	-1.21	17	-3.8	1.17
54.8	33	16.2	0.845	-2.08	-1.21	17	-3.8	1.17
54.8	16.9	15.2	0.845	-2.08	-1.21	17	-3.8	1.17
54.8	16.9	16.2	0.949	-2.08	-1.21	17	-3.8	1.17
54.8	16.9	16.2	0.845	-3.53	-1.21	17	-3.8	1.17
54.8	16.9	16.2	0.845	-2.08	-1.99	17	-3.8	1.17
54.8	16.9	16.2	0.845	-2.08	-1.21	10.9	-3.8	1.17
54.8	16.9	16.2	0.845	-2.08	-1.21	17	-4.88	1.17
54.8	16.9	16.2	0.845	-2.08	-1.21	17	-3.8	2.85
54.8	33	15.2	0.949	-3.53	-1.99	10.9	-4.88	2.85
162	16.9	15.2	0.949	-3.53	-1.99	10.9	-4.88	2.85
162	33	16.2	0.949	-3.53	-1.99	10.9	-4.88	2.85
162	33	15.2	0.845	-3.53	-1.99	10.9	-4.88	2.85
162	33	15.2	0.949	-2.08	-1.99	10.9	-4.88	2.85
162	33	15.2	0.949	-3.53	-1.21	10.9	-4.88	2.85
162	33	15.2	0.949	-3.53	-1.99	17	-4.88	2.85
162	33	15.2	0.949	-3.53	-1.99	10.9	-3.8	2.85
162	33	15.2	0.949	-3.53	-1.99	10.9	-4.88	1.17
162	33	15.2	0.949	-3.53	-1.99	10.9	-4.88	2.85
168	29.1	11.7	0.926	-3.52	-0.692	6.7	-2.44	2.56
80.6	29.1	11.7	0.926	-3.52	-0.692	6.7	-2.44	2.56
168	9.33	11.7	0.926	-3.52	-0.692	6.7	-2.44	2.56
168	29.1	9.23	0.926	-3.52	-0.692	6.7	-2.44	2.56
168	29.1	11.7	0.806	-3.52	-0.692	6.7	-2.44	2.56
168	29.1	11.7	0.926	-2.83	-0.692	6.7	-2.44	2.56
168	29.1	11.7	0.926	-3.52	-0.127	6.7	-2.44	2.56
168	29.1	11.7	0.926	-3.52	-0.692	20.9	-2.44	2.56
168	29.1	11.7	0.926	-3.52	-0.692	6.7	-2.09	2.56
168	29.1	11.7	0.926	-3.52	-0.692	6.7	-2.44	1.99
168	9.33	9.23	0.806	-2.83	-0.127	20.9	-2.09	1.99
80.6	29.1	9.23	0.806	-2.83	-0.127	20.9	-2.09	1.99
80.6	9.33	11.7	0.806	-2.83	-0.127	20.9	-2.09	1.99
80.6	9.33	9.23	0.926	-2.83	-0.127	20.9	-2.09	1.99
80.6	9.33	9.23	0.806	-3.52	-0.127	20.9	-2.09	1.99
80.6	9.33	9.23	0.806	-2.83	-0.692	20.9	-2.09	1.99
80.6	9.33	9.23	0.806	-2.83	-0.127	6.7	-2.09	1.99
80.6	9.33	9.23	0.806	-2.83	-0.127	20.9	-2.44	1.99
80.6	9.33	9.23	0.806	-2.83	-0.127	20.9	-2.09	2.56
80.6	9.33	9.23	0.806	-2.83	-0.127	20.9	-2.09	1.99
178	21.5	7.21	0.895	-3.79	-0.179	18	-4.24	1.48
142	21.5	7.21	0.895	-3.79	-0.179	18	-4.24	1.48
178	39	7.21	0.895	-3.79	-0.179	18	-4.24	1.48
178	21.5	7.43	0.895	-3.79	-0.179	18	-4.24	1.48
178	21.5	7.21	0.971	-3.79	-0.179	18	-4.24	1.48
178	21.5	7.21	0.895	-2.43	-0.179	18	-4.24	1.48
178	21.5	7.21	0.895	-3.79	-0.391	18	-4.24	1.48
178	21.5	7.21	0.895	-3.79	-0.179	23.4	-4.24	1.48
178	21.5	7.21	0.895	-3.79	-0.179	18	-2.47	1.48
178	21.5	7.21	0.895	-3.79	-0.179	18	-4.24	1.62
178	39	7.43	0.971	-2.43	-0.391	23.4	-2.47	1.62
142	21.5	7.43	0.971	-2.43	-0.391	23.4	-2.47	1.62
142	39	7.21	0.971	-2.43	-0.391	23.4	-2.47	1.62
142	39	7.43	0.895	-2.43	-0.391	23.4	-2.47	1.62
142	39	7.43	0.971	-3.79	-0.391	23.4	-2.47	1.62
142	39	7.43	0.971	-2.43	-0.179	23.4	-2.47	1.62
142	39	7.43	0.971	-2.43	-0.391	18	-2.47	1.62
142	39	7.43	0.971	-2.43	-0.391	23.4	-4.24	1.62
142	39	7.43	0.971	-2.43	-0.391	23.4	-2.47	1.48
142	39	7.43	0.971	-2.43	-0.391	23.4	-2.47	1.62
22.7	26.7	12.9	0.814	-2.35	-1.66	8.29	-2.04	2.87
56.2	26.7	12.9	0.814	-2.35	-1.66	8.29	-2.04	2.87
22.7	11	12.9	0.814	-2.35	-1.66	8.29	-2.04	2.87
22.7	26.7	15.8	0.814	-2.35	-1.66	8.29	-2.04	2.87
22.7	26.7	12.9	0.769	-2.35	-1.66	8.29	-2.04	2.87
22.7	26.7	12.9	0.814	-3.25	-1.66	8.29	-2.04	2.87
22.7	26.7	12.9	0.814	-2.35	-1.73	8.29	-2.04	2.87
22.7	26.7	12.9	0.814	-2.35	-1.66	13.4	-2.04	2.87
22.7	26.7	12.9	0.814	-2.35	-1.66	8.29	-4.57	2.87
22.7	26.7	12.9	0.814	-2.35	-1.66	8.29	-2.04	2.73
22.7	11	15.8	0.769	-3.25	-1.73	13.4	-4.57	2.73
56.2	26.7	15.8	0.769	-3.25	-1.73	13.4	-4.57	2.73
56.2	11	12.9	0.769	-3.25	-1.73	13.4	-4.57	2.73
56.2	11	15.8	0.814	-3.25	-1.73	13.4	-4.57	2.73
56.2	11	15.8	0.769	-2.35	-1.73	13.4	-4.57	2.73
56.2	11	15.8	0.769	-3.25	-1.66	13.4	-4.57	2.73
